country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year,overall score,government integrity,labor freedom,financial freedom, gdp_for_year ($) ,gdp_per_capita ($),generation
Denmark,2010,female,75+ years,22,236409,9.31,0.91,75.3,92,86,80,"321,995,350,347",61711,Silent
Denmark,2010,male,15-24 years,17,349175,4.87,0.91,75.3,92,86,80,"321,995,350,347",61711,Millenials
Denmark,2010,male,25-34 years,43,329780,13.04,0.91,75.3,92,86,80,"321,995,350,347",61711,Generation X
Denmark,2010,male,35-54 years,142,791338,17.94,0.91,75.3,92,86,80,"321,995,350,347",61711,Generation X
Denmark,2010,male,5-14 years,0,344105,0,0.91,75.3,92,86,80,"321,995,350,347",61711,Generation Z
Denmark,2010,male,55-74 years,142,613233,23.16,0.91,75.3,92,86,80,"321,995,350,347",61711,Silent
Denmark,2010,male,75+ years,61,153231,39.81,0.91,75.3,92,86,80,"321,995,350,347",61711,Silent
Estonia,2010,female,15-24 years,2,85755,2.33,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Millenials
Estonia,2010,female,25-34 years,5,91330,5.47,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Generation X
Estonia,2010,female,35-54 years,9,187560,4.8,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Generation X
Estonia,2010,female,5-14 years,0,61030,0,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Generation Z
Estonia,2010,female,55-74 years,14,172395,8.12,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Silent
Estonia,2010,female,75+ years,12,75665,15.86,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Silent
Estonia,2010,male,15-24 years,20,91065,21.96,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Millenials
Estonia,2010,male,25-34 years,28,96230,29.1,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Generation X
Estonia,2010,male,35-54 years,61,179395,34,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Generation X
Estonia,2010,male,5-14 years,0,64580,0,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Generation Z
Estonia,2010,male,55-74 years,54,120465,44.83,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Silent
Estonia,2010,male,75+ years,18,28755,62.6,0.845,77.2,69,57.2,80,"19,490,936,349",15540,Silent
Finland,2010,female,15-24 years,30,322681,9.3,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Millenials
Finland,2010,female,25-34 years,37,332711,11.12,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Generation X
Finland,2010,female,35-54 years,77,701523,10.98,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Generation X
Finland,2010,female,5-14 years,0,287620,0,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Generation Z
Finland,2010,female,55-74 years,69,663064,10.41,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Silent
Finland,2010,female,75+ years,23,277369,8.29,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Silent
Finland,2010,male,15-24 years,105,336807,31.18,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Millenials
Finland,2010,male,25-34 years,119,351262,33.88,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Generation X
Finland,2010,male,35-54 years,241,719196,33.51,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Generation X
Finland,2010,male,5-14 years,1,300513,0.33,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Generation Z
Finland,2010,male,55-74 years,200,616801,32.43,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Silent
Finland,2010,male,75+ years,52,153947,33.78,0.903,72.6,89,53.7,80,"247,799,815,768",48939,Silent
Germany,2010,female,15-24 years,132,4489057,2.94,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Millenials
Germany,2010,female,25-34 years,177,4807946,3.68,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Generation X
Germany,2010,female,35-54 years,805,12316695,6.54,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Generation X
Germany,2010,female,5-14 years,6,3687564,0.16,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Generation Z
Germany,2010,female,55-74 years,851,10027136,8.49,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Silent
Germany,2010,female,75+ years,588,4669323,12.59,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Silent
Germany,2010,male,15-24 years,474,4702588,10.08,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Millenials
Germany,2010,male,25-34 years,735,4940288,14.88,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Generation X
Germany,2010,male,35-54 years,2605,12731842,20.46,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Generation X
Germany,2010,male,5-14 years,22,3883512,0.57,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Generation Z
Germany,2010,male,55-74 years,2358,9350157,25.22,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Silent
Germany,2010,male,75+ years,1277,2742959,46.56,0.921,74.4,79,50.6,70,"3,417,094,562,649",43614,Silent
Greece,2010,female,15-24 years,4,570284,0.7,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Millenials
Greece,2010,female,25-34 years,6,777901,0.77,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Generation X
Greece,2010,female,35-54 years,14,1661514,0.84,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Generation X
Greece,2010,female,5-14 years,0,510970,0,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Generation Z
Greece,2010,female,55-74 years,11,1311605,0.84,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Silent
Greece,2010,female,75+ years,6,599568,1,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Silent
Greece,2010,male,15-24 years,15,612178,2.45,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Millenials
Greece,2010,male,25-34 years,53,845373,6.27,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Generation X
Greece,2010,male,35-54 years,128,1685691,7.59,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Generation X
Greece,2010,male,5-14 years,0,542343,0,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Generation Z
Greece,2010,male,55-74 years,85,1164937,7.3,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Silent
Greece,2010,male,75+ years,55,453020,12.14,0.856,53.2,43,50.2,40,"299,361,576,558",27886,Silent
Iceland,2010,female,15-24 years,1,22907,4.37,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Millenials
Iceland,2010,female,25-34 years,1,22558,4.43,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Generation X
Iceland,2010,female,35-54 years,5,42526,11.76,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Generation X
Iceland,2010,female,5-14 years,0,21185,0,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Generation Z
Iceland,2010,female,55-74 years,3,26898,11.15,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Silent
Iceland,2010,female,75+ years,0,10606,0,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Silent
Iceland,2010,male,15-24 years,6,23905,25.1,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Millenials
Iceland,2010,male,25-34 years,8,23610,33.88,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Generation X
Iceland,2010,male,35-54 years,11,43584,25.24,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Generation X
Iceland,2010,male,5-14 years,1,21935,4.56,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Generation Z
Iceland,2010,male,55-74 years,7,26976,25.95,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Silent
Iceland,2010,male,75+ years,3,7930,37.83,0.891,73.3,79,61.6,60,"13,310,567,803",45179,Silent
Italy,2010,female,15-24 years,31,2961065,1.05,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Millenials
Italy,2010,female,25-34 years,82,3781490,2.17,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Generation X
Italy,2010,female,35-54 years,292,9323044,3.13,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Generation X
Italy,2010,female,5-14 years,1,2743696,0.04,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Generation Z
Italy,2010,female,55-74 years,294,7158216,4.11,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Silent
Italy,2010,female,75+ years,161,3782232,4.26,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Silent
Italy,2010,male,15-24 years,144,3116429,4.62,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Millenials
Italy,2010,male,25-34 years,341,3839282,8.88,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Generation X
Italy,2010,male,35-54 years,1098,9238959,11.88,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Generation X
Italy,2010,male,5-14 years,10,2906335,0.34,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Generation Z
Italy,2010,male,55-74 years,944,6491779,14.54,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Silent
Italy,2010,male,75+ years,591,2295316,25.75,0.87,61.2,43,53,60,"2,125,058,244,243",36869,Silent
Japan,2010,female,15-24 years,508,6008624,8.45,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Millenials
Japan,2010,female,25-34 years,1008,7545642,13.36,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Generation X
Japan,2010,female,35-54 years,2404,16781836,14.33,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Generation X
Japan,2010,female,5-14 years,21,5578687,0.38,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Generation Z
Japan,2010,female,55-74 years,2879,17525806,16.43,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Silent
Japan,2010,female,75+ years,1686,8804107,19.15,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Silent
Japan,2010,male,15-24 years,1315,6324856,20.79,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Millenials
Japan,2010,male,25-34 years,2543,7822984,32.51,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Generation X
Japan,2010,male,35-54 years,7351,17131261,42.91,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Generation X
Japan,2010,male,5-14 years,42,5855595,0.72,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Generation Z
Japan,2010,male,55-74 years,7466,16402437,45.52,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Silent
Japan,2010,male,75+ years,2188,5345432,40.93,0.885,73.1,76,83.9,60,"5,700,098,114,744",47059,Silent
Kazakhstan,2010,female,15-24 years,193,1549811,12.45,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Millenials
Kazakhstan,2010,female,25-34 years,140,1332552,10.51,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Generation X
Kazakhstan,2010,female,35-54 years,160,2227790,7.18,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Generation X
Kazakhstan,2010,female,5-14 years,25,1155258,2.16,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Generation Z
Kazakhstan,2010,female,55-74 years,88,1144484,7.69,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Silent
Kazakhstan,2010,female,75+ years,39,263531,14.8,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Silent
Kazakhstan,2010,male,15-24 years,528,1555580,33.94,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Millenials
Kazakhstan,2010,male,25-34 years,808,1310211,61.67,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,35-54 years,1118,2037599,54.87,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Generation X
Kazakhstan,2010,male,5-14 years,49,1212500,4.04,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Generation Z
Kazakhstan,2010,male,55-74 years,389,810461,48,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Silent
Kazakhstan,2010,male,75+ years,72,113390,63.5,0.765,63.6,29,82.7,50,"148,047,348,241",10062,Silent
Kyrgyzstan,2010,female,15-24 years,40,588624,6.8,0.636,61.3,18,82.6,50,"4,794,357,795",991,Millenials
Kyrgyzstan,2010,female,25-34 years,17,424270,4.01,0.636,61.3,18,82.6,50,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,female,35-54 years,27,635294,4.25,0.636,61.3,18,82.6,50,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,female,5-14 years,4,507097,0.79,0.636,61.3,18,82.6,50,"4,794,357,795",991,Generation Z
Kyrgyzstan,2010,female,55-74 years,11,240446,4.57,0.636,61.3,18,82.6,50,"4,794,357,795",991,Silent
Kyrgyzstan,2010,female,75+ years,6,64212,9.34,0.636,61.3,18,82.6,50,"4,794,357,795",991,Silent
Kyrgyzstan,2010,male,15-24 years,86,597408,14.4,0.636,61.3,18,82.6,50,"4,794,357,795",991,Millenials
Kyrgyzstan,2010,male,25-34 years,122,429972,28.37,0.636,61.3,18,82.6,50,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,male,35-54 years,131,597153,21.94,0.636,61.3,18,82.6,50,"4,794,357,795",991,Generation X
Kyrgyzstan,2010,male,5-14 years,8,526711,1.52,0.636,61.3,18,82.6,50,"4,794,357,795",991,Generation Z
Kyrgyzstan,2010,male,55-74 years,38,189553,20.05,0.636,61.3,18,82.6,50,"4,794,357,795",991,Silent
Kyrgyzstan,2010,male,75+ years,10,36816,27.16,0.636,61.3,18,82.6,50,"4,794,357,795",991,Silent
Latvia,2010,female,15-24 years,4,141468,2.83,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Millenials
Latvia,2010,female,25-34 years,2,141714,1.41,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Generation X
Latvia,2010,female,35-54 years,17,308180,5.52,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Generation X
Latvia,2010,female,5-14 years,0,91477,0,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Generation Z
Latvia,2010,female,55-74 years,29,281172,10.31,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Silent
Latvia,2010,female,75+ years,10,120367,8.31,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Silent
Latvia,2010,male,15-24 years,34,147429,23.06,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Millenials
Latvia,2010,male,25-34 years,59,145331,40.6,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Generation X
Latvia,2010,male,35-54 years,153,283732,53.92,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Generation X
Latvia,2010,male,5-14 years,0,96293,0,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Generation Z
Latvia,2010,male,55-74 years,105,187076,56.13,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Silent
Latvia,2010,male,75+ years,25,43667,57.25,0.816,66.2,50,59.1,50,"23,757,368,290",11951,Silent
Lithuania,2010,female,15-24 years,14,218961,6.39,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Millenials
Lithuania,2010,female,25-34 years,11,196906,5.59,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Generation X
Lithuania,2010,female,35-54 years,72,471491,15.27,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Generation X
Lithuania,2010,female,5-14 years,1,153084,0.65,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Generation Z
Lithuania,2010,female,55-74 years,50,380465,13.14,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Silent
Lithuania,2010,female,75+ years,41,175611,23.35,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Silent
Lithuania,2010,male,15-24 years,93,227810,40.82,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Millenials
Lithuania,2010,male,25-34 years,110,198028,55.55,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Generation X
Lithuania,2010,male,35-54 years,357,430396,82.95,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Generation X
Lithuania,2010,male,5-14 years,1,161599,0.62,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Generation Z
Lithuania,2010,male,55-74 years,219,262907,83.3,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Silent
Lithuania,2010,male,75+ years,49,72479,67.61,0.824,70.3,46,58.5,80,"37,120,517,694",12584,Silent
Luxembourg,2010,female,15-24 years,0,29539,0,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Millenials
Luxembourg,2010,female,25-34 years,2,36069,5.54,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Generation X
Luxembourg,2010,female,35-54 years,5,77946,6.41,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Generation X
Luxembourg,2010,female,5-14 years,0,29384,0,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Generation Z
Luxembourg,2010,female,55-74 years,3,46835,6.41,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Silent
Luxembourg,2010,female,75+ years,1,21038,4.75,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Silent
Luxembourg,2010,male,15-24 years,3,30768,9.75,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Millenials
Luxembourg,2010,male,25-34 years,3,36519,8.21,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Generation X
Luxembourg,2010,male,35-54 years,24,80477,29.82,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Generation X
Luxembourg,2010,male,5-14 years,1,31209,3.2,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Generation Z
Luxembourg,2010,male,55-74 years,5,45726,10.93,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Silent
Luxembourg,2010,male,75+ years,7,12469,56.14,0.889,75.4,83,40.4,80,"53,212,476,812",111328,Silent
Malta,2010,female,15-24 years,0,27407,0,0.843,67.2,58,60,60,"8,741,059,603",22132,Millenials
Malta,2010,female,25-34 years,0,29274,0,0.843,67.2,58,60,60,"8,741,059,603",22132,Generation X
Malta,2010,female,35-54 years,0,54977,0,0.843,67.2,58,60,60,"8,741,059,603",22132,Generation X
Malta,2010,female,5-14 years,0,21055,0,0.843,67.2,58,60,60,"8,741,059,603",22132,Generation Z
Malta,2010,female,55-74 years,2,49604,4.03,0.843,67.2,58,60,60,"8,741,059,603",22132,Silent
Malta,2010,female,75+ years,0,16506,0,0.843,67.2,58,60,60,"8,741,059,603",22132,Silent
Malta,2010,male,15-24 years,3,29208,10.27,0.843,67.2,58,60,60,"8,741,059,603",22132,Millenials
Malta,2010,male,25-34 years,3,31445,9.54,0.843,67.2,58,60,60,"8,741,059,603",22132,Generation X
Malta,2010,male,35-54 years,17,56430,30.13,0.843,67.2,58,60,60,"8,741,059,603",22132,Generation X
Malta,2010,male,5-14 years,0,22101,0,0.843,67.2,58,60,60,"8,741,059,603",22132,Generation Z
Malta,2010,male,55-74 years,4,46730,8.56,0.843,67.2,58,60,60,"8,741,059,603",22132,Silent
Malta,2010,male,75+ years,2,10212,19.58,0.843,67.2,58,60,60,"8,741,059,603",22132,Silent
Mauritius,2010,female,15-24 years,2,98088,2.04,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Millenials
Mauritius,2010,female,25-34 years,9,102078,8.82,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Generation X
Mauritius,2010,female,35-54 years,8,184083,4.35,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Generation X
Mauritius,2010,female,5-14 years,0,92051,0,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Generation Z
Mauritius,2010,female,55-74 years,3,93848,3.2,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Silent
Mauritius,2010,female,75+ years,0,21469,0,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Silent
Mauritius,2010,male,15-24 years,15,100282,14.96,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Millenials
Mauritius,2010,male,25-34 years,18,102081,17.63,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Generation X
Mauritius,2010,male,35-54 years,28,181881,15.39,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Generation X
Mauritius,2010,male,5-14 years,0,94862,0,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Generation Z
Mauritius,2010,male,55-74 years,11,81700,13.46,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Silent
Mauritius,2010,male,75+ years,4,12508,31.98,0.749,76.3,55,78.5,70,"10,003,670,690",8587,Silent
Mexico,2010,female,15-24 years,350,10827976,3.23,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Millenials
Mexico,2010,female,25-34 years,177,9676184,1.83,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Generation X
Mexico,2010,female,35-54 years,231,13887708,1.66,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Generation X
Mexico,2010,female,5-14 years,73,11534311,0.63,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Generation Z
Mexico,2010,female,55-74 years,62,5735458,1.08,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Silent
Mexico,2010,female,75+ years,7,1675096,0.42,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Silent
Mexico,2010,male,15-24 years,1074,11192708,9.6,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Millenials
Mexico,2010,male,25-34 years,936,9704369,9.65,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Generation X
Mexico,2010,male,35-54 years,1191,13117850,9.08,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Generation X
Mexico,2010,male,5-14 years,109,11983471,0.91,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Generation Z
Mexico,2010,male,55-74 years,483,5353293,9.02,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Silent
Mexico,2010,male,75+ years,165,1187437,13.9,0.743,68.3,36,61.9,60,"1,057,801,282,051",9991,Silent
Netherlands,2010,female,15-24 years,26,1000536,2.6,0.91,75,89,59.1,80,"836,389,937,229",53302,Millenials
Netherlands,2010,female,25-34 years,53,997025,5.32,0.91,75,89,59.1,80,"836,389,937,229",53302,Generation X
Netherlands,2010,female,35-54 years,208,2448571,8.49,0.91,75,89,59.1,80,"836,389,937,229",53302,Generation X
Netherlands,2010,female,5-14 years,1,970105,0.1,0.91,75,89,59.1,80,"836,389,937,229",53302,Generation Z
Netherlands,2010,female,55-74 years,143,1809756,7.9,0.91,75,89,59.1,80,"836,389,937,229",53302,Silent
Netherlands,2010,female,75+ years,46,714774,6.44,0.91,75,89,59.1,80,"836,389,937,229",53302,Silent
Netherlands,2010,male,15-24 years,97,1034368,9.38,0.91,75,89,59.1,80,"836,389,937,229",53302,Millenials
Netherlands,2010,male,25-34 years,115,1005583,11.44,0.91,75,89,59.1,80,"836,389,937,229",53302,Generation X
Netherlands,2010,male,35-54 years,496,2479310,20.01,0.91,75,89,59.1,80,"836,389,937,229",53302,Generation X
Netherlands,2010,male,5-14 years,5,1015895,0.49,0.91,75,89,59.1,80,"836,389,937,229",53302,Generation Z
Netherlands,2010,male,55-74 years,332,1774913,18.71,0.91,75,89,59.1,80,"836,389,937,229",53302,Silent
Netherlands,2010,male,75+ years,82,440573,18.61,0.91,75,89,59.1,80,"836,389,937,229",53302,Silent
Norway,2010,female,15-24 years,13,309730,4.2,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Millenials
Norway,2010,female,25-34 years,24,309282,7.76,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Generation X
Norway,2010,female,35-54 years,68,674673,10.08,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Generation X
Norway,2010,female,5-14 years,0,299351,0,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Generation Z
Norway,2010,female,55-74 years,49,487412,10.05,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Silent
Norway,2010,female,75+ years,10,215798,4.63,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Silent
Norway,2010,male,15-24 years,59,325364,18.13,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Millenials
Norway,2010,male,25-34 years,62,320142,19.37,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Generation X
Norway,2010,male,35-54 years,132,709067,18.62,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Generation X
Norway,2010,male,5-14 years,1,313990,0.32,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Generation Z
Norway,2010,male,55-74 years,99,481582,20.56,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Silent
Norway,2010,male,75+ years,31,136494,22.71,0.942,69.4,79,47.1,60,"429,130,952,709",93638,Silent
Panama,2010,female,15-24 years,11,310641,3.54,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Millenials
Panama,2010,female,25-34 years,0,285498,0,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Generation X
Panama,2010,female,35-54 years,8,442586,1.81,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Generation X
Panama,2010,female,5-14 years,0,340093,0,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Generation Z
Panama,2010,female,55-74 years,0,200021,0,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Silent
Panama,2010,female,75+ years,2,53719,3.72,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Silent
Panama,2010,male,15-24 years,22,320806,6.86,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Millenials
Panama,2010,male,25-34 years,41,291915,14.05,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Generation X
Panama,2010,male,35-54 years,43,441040,9.75,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Generation X
Panama,2010,male,5-14 years,0,352867,0,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Generation Z
Panama,2010,male,55-74 years,17,189488,8.97,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Silent
Panama,2010,male,75+ years,7,45741,15.3,0.758,64.8,34,41.3,70,"29,440,287,600",8991,Silent
Poland,2010,female,15-24 years,49,2596537,1.89,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Millenials
Poland,2010,female,25-34 years,77,3050097,2.52,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Generation X
Poland,2010,female,35-54 years,301,5221636,5.76,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Generation X
Poland,2010,female,5-14 years,6,1846837,0.32,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Generation Z
Poland,2010,female,55-74 years,313,4286710,7.3,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Silent
Poland,2010,female,75+ years,94,1637613,5.74,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Silent
Poland,2010,male,15-24 years,547,2706883,20.21,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Millenials
Poland,2010,male,25-34 years,806,3151996,25.57,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Generation X
Poland,2010,male,35-54 years,2277,5226127,43.57,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Generation X
Poland,2010,male,5-14 years,10,1944345,0.51,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Generation Z
Poland,2010,male,55-74 years,1621,3547737,45.69,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Silent
Poland,2010,male,75+ years,256,811273,31.56,0.835,63.2,46,61.5,60,"479,321,460,551",13304,Silent
Romania,2010,female,15-24 years,38,1433832,2.65,0.797,64.2,38,60.4,50,"166,658,327,827",8190,Millenials
Romania,2010,female,25-34 years,36,1649535,2.18,0.797,64.2,38,60.4,50,"166,658,327,827",8190,Generation X
Romania,2010,female,35-54 years,147,3050480,4.82,0.797,64.2,38,60.4,50,"166,658,327,827",8190,Generation X
Romania,2010,female,5-14 years,5,1050796,0.48,0.797,64.2,38,60.4,50,"166,658,327,827",8190,Generation Z
